NUM_ENREG,NOM_COMMERCIAL,NOM_DCI,DOSAGE,UNITE,CONDITIONNEMENT,CONVENTION,REMBOURSABLE,D_REMBOURSEMENT,D_ARRET_REMB,D_DECISION,TARIF,TAUX,FORME,TAB,HOP,SS,OFF,PAYS,LABO,OBS,CM,CODE_DCI,CODEMEDIC,D_TARIF,MAJORATION_TARIF,TYPE,PRESCRIPTEUR,DATE_INSERTION,DATE_MAJ
5984,GLAZIDAL LP,GLICLAZIDE,30MG,,BTE/30,,O,4/15/2013,,,0.0,,221.0,,,O,O,CHINE,,,,14A303,03914A30313,,,G,,4/15/2013,4/25/2024
5985,PREDNAL,PREDNISOLONE METASULFOBENZOATE SODIQUE EXPR PREDN,20MG,,BTE/20,,O,5/12/2013,,,392.0,,152.0,,,O,O,213,,,,09H144,03909H14413,10/2/2008,,G,10,5/12/2013,4/25/2024
5986,FLURBIPROFAL,FLURBIPROFENE,100MG,,BTE/16,,O,5/12/2013,,,143.36,,143.0,,,O,O,213,,,,04B033,03904B03313,3/13/2010,,G,10,5/12/2013,4/25/2024
5987,SAIFOXYL,"AMOXICILLINE,SOUS FORME TRIHYDRATEE",500MG,,BTE/12,,O,6/15/2009,,,127.92,,283.0,,,O,O,TUNISIE,,,,13G301,28713G30109,3/13/2010,,G,10,6/15/2009,4/25/2024
5988,RAMIPRIL BEKER,RAMIPRIL,5MG,,BTE/30,,O,7/31/2013,,,965.4,,152.0,,,O,O,213,,,,06E128,44706E12813,10/2/2008,,G,,7/31/2013,4/25/2024
5989,RAMIPRIL BEKER,RAMIPRIL,10MG,,BTE/30,,O,7/31/2013,,,1087.5,,152.0,,,O,O,213,,,,06E201,44706E20113,10/2/2008,,G,,7/31/2013,4/25/2024
5990,PAROXETINE BEKER,PAROXETINE CHLORHYDRATE HEMIHYDRATE EXPR EN PAROX,20MG,,BTE/14,,O,8/19/2013,,,756.0,,161.0,,,O,O,213,,,,16A095,44716A09513,9/15/2014,,G,,8/19/2013,4/25/2024
5993,AMISULPRIDE BEKER,AMISULPRIDE,200MG,,BTE/30,,O,9/15/2013,,,0.0,,152.0,,,O,O,213,,,,16D094,44716D09413,,,G,,9/15/2013,4/25/2024
5994,PRODOL,BISOPROLOL HEMIFUMARATE,5MG,,BTE/30,,O,9/15/2013,,,290.1,,161.0,,,O,O,213,,,,06F267,03506F26713,3/14/2013,,G,,9/15/2013,4/25/2024
5995,IRBAC,IRBESARTAN,150MG,,BTE/30,,O,7/21/2013,,,1290.0,,143.0,,,O,O,213,,,,06E156,46806E15613,9/15/2014,,G,,7/21/2013,4/25/2024
5996,IRBAC,IRBESARTAN,300MG,,BTE/30,,O,7/7/2013,,,1290.0,,143.0,,,O,O,213,,,,06E157,47906E15713,9/15/2014,,G,,7/7/2013,4/25/2024
5997,SELOFER FOL,HYDROXYDE FERRIQUE POLYMALTOSE/ACIDE FOLIQUE,"100MG/0,35MG",,BTE/30,,O,9/15/2013,,,253.2,,139.0,,,O,O,INDE,,,,12E133,42612E13313,1/24/2011,,G,49,9/15/2013,4/25/2024
5998,TEOLAR,"ATORVASTATINE,CALCIQUE EXPRIME EN ATORVASTATINE",10MG,,BTE/30,,O,9/30/2013,,,837.6,,143.0,,,O,O,213,,,,06M198,03506M19813,9/15/2014,,G,,9/30/2013,4/25/2024
5999,VETRAM,LEVETIRACETAM,250MG,,BTE/30,,O,9/30/2013,,,885.9,,161.0,,,,O,213,,CPR : Remboursable sur prescription du neurologue.,,15A072,00115A07213,5/24/2016,,G,,9/30/2013,4/25/2024
6000,FONITRA,ACIDE FOLIQUE OU (VITAMINE B9),5MG,,BTE/60,,O,9/30/2013,,,0.0,,14.0,,,O,O,213,,,,12E020,47012E02013,,,G,49,9/30/2013,4/25/2024
6001,TRIMEBUTINE B,"TRIMEBUTINE, MALEATE",200MG,,BTE/30,,O,8/7/2013,,,273.0,,14.0,,,O,O,213,,,,10F193,23510F19313,5/29/2012,,G,,8/7/2013,4/25/2024
6002,RIPERAL,RISPERIDONE,1MG/ML,,FL/30ML,,O,9/15/2013,,,1260.0,,68.0,,,O,O,213,,CPR : Remboursable uniquement sur prescription du psychiatre.,,16D092,35216D09213,9/15/2014,,G,,9/15/2013,4/25/2024
6003,RIPERAL,RISPERIDONE,1MG/ML,,FL/120ML,,O,9/15/2013,,,5040.0,,68.0,,,O,O,213,,CPR : Remboursable uniquement sur prescription du psychiatre.,,16D092,35216D09213,9/15/2014,,G,,9/15/2013,4/25/2024
6004,ANXIOL,"AMITRIPTYLINE,CHLORHYDRATE EXPR EN AMITRIPTYLINE",4% (40MG/ML),,FL/30ML,,O,9/15/2013,,,0.0,,359.0,,,O,O,213,,,,16A003,07916A00309,,,G,,9/15/2013,4/25/2024
6005,ANXIOL,"AMITRIPTYLINE,CHLORHYDRATE EXPRM EN AMITRIPTYLINE",4%(40MG/ML),,FL/50ML,,O,9/15/2013,,,0.0,,359.0,,,O,O,213,,,,16A003,07916A00309,,,G,,9/15/2013,4/25/2024
6006,DIALOMINE,MOLSIDOMINE,2MG,,BTE/30,,O,6/4/2013,,,0.0,,152.0,,,O,O,213,,,,06C022,45706C02213,,,G,,6/4/2013,4/25/2024
6008,COLESTOR,"FLUVASTATINE,SODIQUE EXPRIME EN FLUVASTATINE",40MG,,BTE/30,,O,9/30/2013,,,897.6,,27.0,,,O,O,213,,,,06M151,44706M15113,5/24/2016,,G,,9/30/2013,4/25/2024
6009,PIROXICAM PHYSIOPHARM,PIROXICAM,20MG,,BTE/10,,O,10/27/2013,,,143.0,,27.0,,,O,O,213,,,,04B022,46204B02213,3/13/2010,,G,10,10/27/2013,4/25/2024
6010,FEDICARD,"PROPRANOLOL, CHLORHYDRATE",40MG,,BTE/30,,O,1/10/2013,,,0.0,,152.0,,,O,O,213,,,,06F073,24206F07313,,,G,,1/10/2013,4/25/2024
6011,PREGABALINE LDM,PREGABALINE,50MG,,BTE/60,,O,8/25/2013,,,1999.8,,27.0,,,O,O,213,,"CPR : Non remboursable dans l'indication : trouble anxieux généralisé chez l'adulte.Et à compter du 29/10/2017:Remboursable sur prescription des médecins spécialistes en neurologie, en médecine interne, en endocrinologie, en rhumatologie, en chirurgie-orthopédique et en neurochirurgie dans les indications suivantes selon la spécialité du médecin:-Douleurs neuropathiques périphériques et centrales chez l'adulte;-Chez l'adulte en association dans le traitement des crises épileptiques partielles avec ou sans généralisation secondaire.Ce medicament n'est pas remboursable dans l'indication :Trouble anxieux généralisé chez l'adulte.",O,15A066,30915A06613,9/15/2014,,G,,8/25/2013,4/25/2024
6013,PHYSIOPHORMINE,"METFORMINE,CHLORHYDRATE",500 MG,,BTE/50,,O,11/3/2013,,,182.0,,143.0,,,O,O,213,,,,14A006,46214A00613,10/2/2008,,G,,11/3/2013,4/25/2024
6014,GLUCOFORMINE,"METFORMINE,CHLORHYDRATE",850MG,,BTE/30,,O,10/31/2013,,,147.6,,143.0,,,O,O,213,,,,14A007,38014A00713,10/2/2008,,G,,10/31/2013,4/25/2024
6015,GLUCOFORMINE,"METFORMINE,CHLORHYDRATE",850MG,,BTE/100,,O,10/31/2013,,,492.0,,143.0,,,O,O,213,,,,14A007,38014A00713,10/2/2008,,G,,10/31/2013,4/25/2024
6016,ZYPREXA VELOTAB,OLANZAPINE,5MG,,BTE/28,,O,11/8/2012,,,1979.88,,231.0,,,O,O,SPAIN,,CPR : Remboursable uniquement sur prescription du psychiatre.,,16D155,03416D15512,6/18/2023,,P,,11/8/2012,4/25/2024
6017,ZETIREC,"CETIRIZINE,DICHLORHYDRATE",10MG/ML,,FL/15ML,,O,8/7/2013,,,240.15,,68.0,,,O,O,213,,,,01A041,28501A04113,3/13/2010,,G,,8/7/2013,4/25/2024
6018,"DOLIPRANE 2,4%",PARACETAMOL,120MG/5ML,,FL/125ML,,O,7/2/2013,,,96.25,,88.0,,,O,O,213,,,,03B117,39203B11713,3/13/2010,,P,10,7/2/2013,4/25/2024
6019,ATORVASTATINE NOVAGENERICS,"ATORVASTATINE,CALCIQUE EXP EN ATORVASTATINE",10MG,,PILULIER DE 30,,O,10/27/2013,,,837.6,,143.0,,,O,O,213,,,,06M198,14906M19813,9/15/2014,,G,,10/27/2013,4/25/2024
6020,BIOCLAV,"AMOXICILLINE,TRIHYD EXP AMOXIC/ACIDE CLAVULANIQUE","500MG/62,5MG",,BTE/16,,O,10/27/2013,,,523.52,,143.0,,,O,O,213,,,,13G245,29313G24513,3/16/2011,,G,10,10/27/2013,4/25/2024
6021,BIOCLAV,"AMOXICILLINE,TRIHYD EXP AMOXIC/ACIDE CLAVULANIQUE","500MG/62,5MG",,BTE/24,,O,10/27/2013,,,785.28,,143.0,,,O,O,213,,,,13G245,29313G24513,3/16/2011,,G,10,10/27/2013,4/25/2024
6022,KETOCONAZOLE NOVAGENERICS,KETOCONAZOLE,2%,,TUBE/20G,,O,10/20/2013,,,0.0,,361.0,,,O,O,213,,,,07D029,14907D02913,,,G,,10/20/2013,4/25/2024
6023,NOVACLOVIR,ACICLOVIR,5%,,TUBE/15G,,O,9/15/2013,,,472.5,,180.0,,,O,O,213,,,,07E033,14907E03313,10/2/2008,,G,,9/15/2013,4/25/2024
6024,LORATADINE NOVAGENERICS,LORATADINE,10MG,,BTE/20,,O,9/9/2013,,,120.0,,14.0,,,O,O,213,,,,01A033,14901A03313,3/13/2010,,G,10,9/9/2013,4/25/2024
6025,OSTONEL ONCE A WEEK,"ACIDE RISEDRONIQUE,MONOSODIQUE HEMIPENTAHYDRTE",35MG,,BTE/04,,O,11/3/2013,,,1760.0,,143.0,,,O,O,213,,"CPR : Remboursable uniquement dans les indications suivantes: -Ostéoporose post ménopausique avec fracture(s) ou antécédents de fracture(s) ostéoporotique(s);-Ostéoporose post ménopausique sous corticothérapie prolongée, pour la réduction du risque de fractures vértébrales et de hanche.",O,21D046,44721D04613,9/15/2014,,G,,11/3/2013,4/25/2024
6026,DERMASONE,"BETAMETHASONE,DIPROPIONATE MICRONISE EXPRIME EN","0,05%",,FL/15G,,O,11/3/2013,,,0.0,,362.0,,,O,O,213,,,,07H040,23507H04013,,,G,,11/3/2013,4/25/2024
6027,MOTRINEX,"MONTELUKAST,SODIQUE EXPRIME EN MONTELUKAST",4MG,,BTE/30,,O,10/20/2013,,,2310.0,,137.0,,,O,O,JORDANIE,,CPR : Remboursable uniquement sur prescription initiale et annuelle des médecins spécialistes en pneumo-phtisiologie en pédiatrie (pour les cas pouvant relever de la pédiatrie) et en médecine interne ainsi que sur prescription de renouvellement du traitement dans l'intervalle (initiale annuel) par tout médecin traitant.Ce médicament n'est pris en charge que dans les seules situations d'asthme persistant modéré non controlé par une corticothérapie inhalée seule.,O,20A225,05520A22513,1/29/2018,,G,,10/20/2013,4/25/2024
6029,MYCINAD,"AZITHROMYCINE,DIHYDRATE EXPRIME EN AZITHROMYCINE",500MG,,BTE/03,,O,11/27/2013,,,549.96,,161.0,,,O,O,BANGLADESH,,,,13E299,46813E29913,10/2/2008,,G,10,11/27/2013,4/25/2024
6030,RANIMEX,"RANITIDINE,CHLORHYDRATE EXPRIME EN RANITIDINE",150MG,,BTE/30,,O,11/27/2013,,,154.8,,143.0,,,O,O,213,,,,10A003,40010A00313,10/2/2008,,G,10,11/27/2013,4/25/2024
6031,RANIMEX,"RANITIDINE, CHLORHYDRATE EXPRIME EN RANITIDINE",300MG,,BTE/20,,O,11/19/2013,,,228.6,,143.0,,,O,O,213,,,,10A102,40010A10213,10/2/2008,,G,10,11/19/2013,4/25/2024
6032,TORVAST,"ATORVASTATINE,CALCIQ TRIHYDRAT EXPRIME EN ATORVAS",80MG,,PILULIER DE 30,,O,11/27/2013,,,2040.0,,143.0,,,O,O,JORDANIE,,,,06M233,00106M23313,9/15/2014,,G,,11/27/2013,4/25/2024
6217,SOCOB,SIMVASTATINE,40MG,,BTE/30,,O,7/13/2014,,,1980.0,,143.0,,,O,O,213,,,,06M203,44706M20309,5/24/2016,,G,,7/13/2014,4/25/2024
6218,LEVOTHYROX,LEVOTHYROXINE SODIQUE,25¿G,,BTE/30,,O,7/6/2014,,,0.0,,152.0,,,O,O,ALLEMAGNE,,,,09K150,06209K15014,,,P,,7/6/2014,4/25/2024
6219,LEVOTHYROX,LEVOTHYROXINE SODIQUE,75¿G,,BTE/30,,O,7/6/2014,,,0.0,,152.0,,,O,O,ALLEMAGNE,,,,09K151,06209K15114,,,P,,7/6/2014,4/25/2024
6220,ROXICAM,PIROXICAM,20MG,,BTE/10,,O,7/27/2014,,,143.0,,27.0,,,O,O,213,,,,04B022,41804B02214,3/13/2010,,G,10,7/27/2014,4/25/2024
6221,BICALUTAMIDE CINFA,BICALUTAMIDE,50MG,,BTE/30,,O,9/9/2014,,,0.0,,143.0,,,O,O,ESPAGNE,,,,09A137,15709A13714,,,G,,9/9/2014,4/25/2024
6222,UBACTIVE 400MG,IBUPROFENE,400MG,,BTE/20,,O,7/27/2014,,,157.0,,143.0,,,O,O,213,,,,04B010,46804B01014,10/2/2008,,G,10,7/27/2014,4/25/2024
6223,UBACTIVE 600MG,IBUPROFENE,600MG,,BTE/30,,O,7/27/2014,,,235.5,,143.0,,,O,O,213,,,,04B044,46804B04414,3/13/2010,,G,10,7/27/2014,4/25/2024
6224,AMLODIPINE BEKER,"AMLODIPINE,BESILATE EXPRIME EN AMLODIPINE",5MG,,BTE/30,,O,9/1/2014,,,612.3,,27.0,,,O,O,213,,,,06B123,44706B12314,10/2/2008,,G,,9/1/2014,4/25/2024
6225,AMLODIPINE BEKER,"AMLODIPINE,BESILATE EXPRIME EN AMLODIPINE",5MG,,BTE/90,,O,9/1/2014,,,1836.9,,27.0,,,O,O,213,,,,06B123,44706B12314,10/2/2008,,G,,9/1/2014,4/25/2024
6226,SPASMODYL,"PHLOROGLUCINOL,HYDRATE/TRIMETHYLPHLOROGLUCINOL","10MG/0,01MG/1ML(40MG/0,04MG/4M",,BTE/05 AMPOULES 4ML,,O,8/7/2014,,,0.0,,203.0,,,O,O,213,,,,10E038,43310E03814,,,G,,8/7/2014,4/25/2024
6227,SOCOB,SIMVASTATINE,20MG,,BTE/30,,O,9/1/2014,,,1247.4,,161.0,,,O,O,213,,,,06M136,44706M13609,9/15/2014,,G,,9/1/2014,4/25/2024
6228,DIAGLINIDE,REPAGLINIDE,"0,5MG",,BTE/30,,O,9/1/2014,,,355.8,,14.0,,,O,O,213,,,,14A200,29314A20014,5/24/2016,,G,,9/1/2014,4/25/2024
6229,DIAGLINIDE,REPAGLINIDE,1MG,,BTE/30,,O,9/1/2014,,,370.8,,14.0,,,O,O,213,,,,14A201,29314A20114,5/24/2016,,G,,9/1/2014,4/25/2024
6230,DIAGLINIDE,REPAGLINIDE,2MG,,BTE/30,,O,9/1/2014,,,390.0,,14.0,,,O,O,213,,,,14A202,29314A20214,5/24/2016,,G,,9/1/2014,4/25/2024
6231,GLINIX,REPAGLINIDE,"0,5MG",,BTE/30,,O,9/1/2014,,,355.8,,14.0,,,O,O,213,,,,14A200,00114A20014,5/24/2016,,G,,9/1/2014,4/25/2024
6232,GLINIX,REPAGLINIDE,1MG,,BTE/30,,O,9/1/2014,,,370.8,,14.0,,,O,O,213,,,,14A201,00114A20114,5/24/2016,,G,,9/1/2014,4/25/2024
6233,GLINIX,REPAGLINIDE,2MG,,BTE/30,,O,9/1/2014,,,390.0,,14.0,,,O,O,213,,,,14A202,00114A20214,5/24/2016,,G,,9/1/2014,4/25/2024
6234,VALASTAN,VALSARTAN,160MG,,BTE/30,,O,9/21/2014,,,1380.0,,143.0,,,O,O,213,,,,06E166,44706E16609,1/29/2018,,G,,9/21/2014,4/25/2024
6235,GLYCERINE LS B¿B¿,GLYCEROL,"0,72G",,BTE/10,,O,6/1/2014,,,0.0,,84.0,,,O,O,213,,,,10M124,23110M12414,,,G,,6/1/2014,4/25/2024
6236,ZOBONE,"ACIDE ZOLEDRONIQUE,MONOHYDRATEE EXP ACIDE ZOLEDRO",4MG/5ML,,FL/5ML,,O,9/21/2014,,,12140.0,,370.0,,,O,O,INDE,,,,05F123,33005F12312,9/15/2014,,G,,9/21/2014,4/25/2024
6237,RISPERIDONE BGL,RISPERIDONE,4MG,,BTE/30,,O,8/3/2014,,,3150.0,,143.0,,,O,O,213,,CPR : Remboursable uniquement sur prescription du psychiatre .,,16D091,23516D09114,10/13/2016,,G,,8/3/2014,4/25/2024
6804,BICADEX,BICALUTAMIDE,50 MG,,BTE/28,,O,1/24/2016,,,0.0,,143.0,,,O,O,GRECE,,,,09A137,32309A13716,,,G,,1/24/2016,4/25/2024
6238,RISPERIDONE BGL,RISPERIDONE,1MG/ML,,FL/60ML,,O,9/1/2014,,,2520.0,,66.0,,,O,O,213,,CPR : Remboursable uniquement sur prescription du psychiatre.,,16D092,23516D09214,9/15/2014,,G,,9/1/2014,4/25/2024
6239,LEVOTHYROX,"LEVOTHYROXINE,SODIQUE",50¿G,,BTE/30,,O,10/1/2014,,,0.0,,152.0,,,O,O,ALLEMAGNE,,,,09K056,06209K05614,,,P,,10/1/2014,4/25/2024
6240,LEVOTHYROX,"LEVOTHYROXINE,SODIQUE",100¿G,,BTE/30,,O,10/1/2014,,,0.0,,152.0,,,O,O,ALLEMAGNE,,,,09K057,06209K05714,,,P,,10/1/2014,4/25/2024
6241,VALSARTAN/HYDROCHLOROTHIAZIDE LDM,VALSARTAN/HYDROCHLOROTHIAZIDE,"160MG/12,5MG",,BTE/28,,O,4/28/2014,,,2044.0,,143.0,,,O,O,213,,,,06E237,30906E23714,9/15/2014,,G,,4/28/2014,4/25/2024
6242,VALSARTAN+HCTZ LDM,VALSARTAN/HYDROCHLOROTHIAZIDE,"80MG/12,5MG",,BTE/30,,O,4/13/2014,,,2190.0,,143.0,,,O,O,213,,,,06E158,30906E15814,9/15/2014,,G,,4/13/2014,4/25/2024
6243,LEVOSPASME,PHLOROGLUCINOL DIHYDRATE,80 MG,,BTE/10,,O,10/1/2014,,,101.8,,231.0,,,O,O,213,,,,10E108,46810E10814,9/15/2014,,G,,10/1/2014,4/25/2024
6244,ANASTROZOLE CINFA,ANASTROZOLE,1 MG,,BTE/28,,O,9/23/2014,,,0.0,,143.0,,,O,O,ESPAGNE,,,,09B139,15709B13914,,,G,,9/23/2014,4/25/2024
6245,MOLSIDOMINE BEKER,MOLSIDOMINE,4 MG,,BTE/30,,O,10/1/2014,,,0.0,,14.0,,,O,O,213,,,,06C023,44706C02314,,,G,,10/1/2014,4/25/2024
6246,MOLSIDOMINE BEKER,MOLSIDOMINE,4 MG,,BTE/90,,O,10/1/2014,,,0.0,,14.0,,,O,O,213,,,,06C023,44706C02314,,,G,,10/1/2014,4/25/2024
6247,GLUCONOVA,ACARBOSE,50MG,,BTE/30,,O,10/13/2014,,,410.1,,14.0,,,O,O,213,,,,14A136,14914A13614,1/29/2018,,G,,10/13/2014,4/25/2024
6248,PAROXINAD,"PAROXETINE,CHLORHYDRATE HEMIHYDRATE EXP PAROXETIN",20 MG,,BTE/30,,O,10/13/2014,,,1620.0,,161.0,,,O,O,213,,,,16A095,46816A09514,9/15/2014,,G,,10/13/2014,4/25/2024
6249,CO-LIPIRINAD,VALSARTAN/HYDROCHLOROTHIAZIDE,"80 MG/12,5 MG",,BTE/28,,O,10/13/2014,,,2044.0,,143.0,,,O,O,213,,,,06E158,46806E15814,9/15/2014,,G,,10/13/2014,4/25/2024
6250,LACTUNAD,LACTULOSE,10 G/15 ML,,BTE/20,,O,10/15/2014,,,258.0,,193.0,,,O,O,AUTRICHE,,,,10L097,46810L09714,10/2/2008,,G,,10/15/2014,4/25/2024
6251,NHUPAIN,NAPROXENE SODIQUE,550 MG,,BTE/10,,O,10/13/2014,,,217.0,,161.0,,,O,O,213,,,,04B020,38004B02014,10/2/2008,,G,10,10/13/2014,4/25/2024
6252,CELECOMEX,CELECOXIB,100 MG,,BTE/20,,O,10/15/2014,,,480.0,,27.0,,,O,O,213,,,,04B035,40004B03514,9/15/2014,,G,,10/15/2014,4/25/2024
6253,PREGABA,PREGABALINE,150 MG,,BTE/30,,O,10/13/2014,,,2151.0,,27.0,,,O,O,213,,"CPR : Non remboursable dans l'indication : trouble anxieux généralisé chez l'adulte.Et à compter du 29/10/2017:Remboursable sur prescriptions des médecins spécialistes en neurologie, en médecine interne, en endocrinologie, en rhumatologie, en chirurgie-orthopédique et en neurochirurgie dans les indications suivantes selon la spécialité du médecin :-Douleurs neuropathiques péripheriques et centrales chez l'adulte;-Chez l'adulte en association dans le traitement des crises épileptiques partielles avec ou sans généralisation secondaire.Ce médicament n'est pas remboursable dans l'indication:Trouble anxieux généralisé chez l'adulte.",O,15A068,03515A06814,9/15/2014,,G,,10/13/2014,4/25/2024
6254,FLUCONALE,FLUCONAZOLE,150 MG,,BTE/01,,O,9/23/2014,,,0.0,,27.0,,,O,O,213,,,,13R258,41813R25814,,,G,,9/23/2014,4/25/2024
6255,CELVEX,CELECOXIB,200 MG,,BTE30,,O,10/13/2014,,,1366.5,,27.0,,,O,O,213,,,,04B036,41804B03612,9/15/2014,,G,,10/13/2014,4/25/2024
6256,NEOFEN,IBUPROFENE,400 MG,,BTE/20,,O,10/1/2014,,,157.0,,143.0,,,O,O,INDE,,,,04B010,41804B01014,10/2/2008,,G,10,10/1/2014,4/25/2024
6257,BIOCLAV 8:1,"AMOXICILLINE,TRIHYD EX AMOXICI/ACIDE CLAVULANIQUE",1G/125 MG,,BTE/14 SACHETS,,O,10/15/2014,,,896.14,,355.0,,,O,O,213,,,,13G269,29313G26913,5/24/2016,,G,10,10/15/2014,4/25/2024
6258,VALASTAN,VALSARTAN,80MG,,BTE/30,,O,10/13/2014,,,1380.0,,143.0,,,O,O,213,,,,06E147,44706E14711,1/29/2018,,G,,10/13/2014,4/25/2024
6259,BRICANYL LP,"TERBUTALINE,SULFATE",5MG,,PILULIER/60,,O,8/3/2014,,,0.0,,173.0,,,O,O,SUEDE,,,,20A048,25620A04814,,,P,,8/3/2014,4/25/2024
6260,BRICANYL TURBUHALER,"TERBUTALINE,SULFATE","500 ¿G/DOSE(0,50MG/DOSE)",,FL/100 DOSES,,O,6/8/2014,,,0.0,,371.0,,,O,O,FRANCE,,,,20A051,25620A05114,,,P,,6/8/2014,4/25/2024
6261,SULOZIR LP,"TAMSULOSINE,CHLORHYDRATE","0,4 MG",,BTE/30,,O,10/28/2014,,,1500.0,,221.0,,,O,O,INDE,,,,25B047,03525B04714,9/15/2014,,G,,10/28/2014,4/25/2024
6262,TRITAZIDE,RAMIPRIL/HYDROCHOROTHIAZIDE,"5MG/12,5 MG",,BTE/28,,O,6/22/2014,,,960.96,,14.0,,,O,O,ALLEMAGNE,,,,06E277,39206E27710,1/24/2011,,P,,6/22/2014,4/25/2024
6263,CELECOMEX,CELECOXIB,200 MG,,BTE/10,,O,11/2/2014,,,455.5,,27.0,,,O,O,213,,,,04B036,40004B03614,9/15/2014,,G,,11/2/2014,4/25/2024
6264,FLURBINAD,FLURBIPROFENE,100 MG,,BTE:20,,O,11/2/2014,,,179.2,,143.0,,,O,O,213,,,,04B033,46804B03314,3/13/2010,,G,10,11/2/2014,4/25/2024
6265,LIPOSTATINE,ATORVASTATINE CALCIQUE TRIHYDRATEE EXP ATORVASTAT,10 MG,,BTE/30,,O,11/2/2014,,,837.6,,143.0,,,O,O,BANGLADESH,,,,06M198,46806M19814,9/15/2014,,G,,11/2/2014,4/25/2024
6266,RUMAVA,LEFLUNOMIDE,10 MG,,BTE/30,,O,11/2/2014,,,0.0,,143.0,,,O,O,213,,,,21J042,35221J04214,,,G,,11/2/2014,4/25/2024
6267,NEUPAX,CARBAMAZEPINE,20 MG/ML,,FL/180 ML,,O,11/2/2014,,,0.0,,88.0,,,O,O,213,,,,15A006,26315A00614,,,G,10,11/2/2014,4/25/2024
6268,METRONIDAZOLE HUP,METRONIDAZOLE,500 MG,,BTE/20,,O,11/2/2014,,,160.0,,152.0,,,O,O,213,,,,13F199,38013F19914,3/13/2010,,G,10,11/2/2014,4/25/2024
6269,PRELDENE,PIROXICAM,20 MG/ML,,BTE/02,,O,10/28/2014,,,127.6,,72.0,,,O,O,213,,,,04B024,38004B02414,3/13/2010,,G,,10/28/2014,4/25/2024
6270,CELVEX,CELECOXIB,100 MG,,BTE/20,,O,11/2/2014,,,480.0,,27.0,,,O,O,213,,,,04B035,41804B03514,9/15/2014,,G,,11/2/2014,4/25/2024
6274,NHUPAIN,"NAPROXENE,SODIQUE",275 MG,,BTE/20,,O,11/13/2014,,,209.6,,143.0,,,O,O,213,,,,04B019,38004B01914,10/2/2008,,G,10,11/13/2014,4/25/2024
6275,CELECOBREX HUP,CELECOXIB,100 MG,,BTE/20,,O,11/13/2014,,,480.0,,27.0,,,O,O,213,,,,04B035,38004B03514,9/15/2014,,G,,11/13/2014,4/25/2024
6276,CELECOXIB BEKER,CELECOXIB,100 MG,,BTE/20,,O,11/13/2014,,,480.0,,27.0,,,O,O,213,,,,04B035,44704B03514,9/15/2014,,G,,11/13/2014,4/25/2024
6277,BEKTAL,"LOSARTAN,POTASSIQUE",50MG,,BTE/30,,O,10/27/2014,,,1290.0,,161.0,,,O,O,213,,,,06E126,44706E12611,9/15/2014,,G,,10/27/2014,4/25/2024
6278,BEKTAL,"LOSARTAN,POTASIQUE",100 MG,,BTE/30,,O,10/27/2014,,,1290.0,,143.0,,,O,O,213,,,,06E240,44706E24011,9/15/2014,,G,,10/27/2014,4/25/2024
6279,URICARE,"FOSFOMYCINE,TROMETAMOL EXPRIME EN FOSFOMYCINE",3G/SACHET,,BTE/01,,O,11/13/2014,,,0.0,,290.0,,,O,O,213,,,,25E058,29325E05814,,,G,,11/13/2014,4/25/2024
6280,MIGRAMOL,PARACETAMOL,1000 MG,,BTE/10,,O,11/13/2014,,,50.0,,152.0,,,O,O,213,,,,03B081,07903B08114,10/2/2008,,G,10,11/13/2014,4/25/2024
6281,COBEKTAL,"LOSARTAN,POTASSIQUE /HYDROCHLOROTHIAZIDE","50 MG/12,5 MG",,BTE/30,,O,11/18/2014,,,2190.0,,143.0,,,O,O,213,,,,06E167,44706E16711,9/15/2014,,G,,11/18/2014,4/25/2024
6282,FLUVASTATINE LDM,"FLUVASTATINE,SODIQUE",40 MG,,BTE/30,,O,11/13/2014,,,897.6,,27.0,,,O,O,213,,,,06M151,30906M15114,5/24/2016,,G,,11/13/2014,4/25/2024
6283,NEOFEN,IBUPROFENE,600 MG,,BTE/30,,O,11/13/2014,,,235.5,,143.0,,,O,O,INDE,,,,04B044,41804B04414,3/13/2010,,G,10,11/13/2014,4/25/2024
6289,HELESTENE CHRONODOSE,"BETAMETHASONE,ACETATE/BETAMETHASONE,PHOSPHATE DIS","2,7MG/ML/3MG/ML(5,70MG/ML)",,BTE/01,,O,11/30/2014,,,0.0,,372.0,,,O,O,213,,,,09H018,38009H01814,,,G,,11/30/2014,4/25/2024
6290,COLCHIMED,COLCHICINE,1MG,,B/20,,O,11/13/2014,,,0.0,,14.0,,,O,O,213,,,,21B009,31721B00914,,,G,,11/13/2014,4/25/2024
